book_name,chapter_id,entry_id,date,sentence
NbutC,1,ch1_e4,"October 9th, 1783","Jamie and I walk most of the time so that old Blue doesn’t have such a heavy load to pull, but we do get tired."
NbutC,1,ch1_e4,"October 9th, 1783",Even Mother and Grannie get out when we come to hills.
NbutC,1,ch1_e4,"October 9th, 1783",The wagon is heavy-laden and Blue is not used to such continuous work.
NbutC,1,ch1_e4,"October 9th, 1783",The road is very rough — not much more than a track in some places.
NbutC,1,ch1_e4,"October 9th, 1783",I wonder that Father knows where to go.
NbutC,1,ch1_e4,"October 9th, 1783","I dare not ask him as he just sits on the wagon seat, silent, his face as set and stony as a rock."
NbutC,1,ch1_e4,"October 9th, 1783",He and Mother hardly talk at all.
NbutC,1,ch1_e4,"October 9th, 1783",It is all so different from what it used to be.
NbutC,1,ch1_e4,"October 9th, 1783",Father and Mother used to sing and laugh together all the time.
NbutC,1,ch1_e4,"October 9th, 1783","Grannie has always been grumpy, but now she really glowers."
NbutC,1,ch1_e4,"October 9th, 1783","I don’t dare speak to her, either."
NbutC,1,ch1_e4,"October 9th, 1783",All this strangeness is definitely upsetting baby Margaret.
NbutC,1,ch1_e4,"October 9th, 1783","At three months old she was just beginning to be a real little person, smiling at every face that bent down to her."
NbutC,1,ch1_e4,"October 9th, 1783",Now she grizzles and cries most of the time.
NbutC,1,ch1_e4,"October 9th, 1783",I think Mother is having trouble feeding her.
NbutC,1,ch1_e4,"October 9th, 1783",Jamie’s excitement at this “great adventure” has worn off and he is getting more and more fretful as well.
NbutC,1,ch1_e4,"October 9th, 1783",He whines from morning until night until sometimes it is all I can do not to slap him.
NbutC,1,ch1_e4,"October 9th, 1783",We do not seem like the same family at all.
NbutC,1,ch1_e5,"October 10th, 1783",Father sat me down last night and finally had a talk with me.
NbutC,1,ch1_e5,"October 10th, 1783",If you could call it that.
NbutC,1,ch1_e5,"October 10th, 1783",I didn’t have much of a chance to say anything.
NbutC,1,ch1_e5,"October 10th, 1783",It’s hard to remember that Father and I used to talk every night after our evening supper.
NbutC,1,ch1_e5,"October 10th, 1783","We talked about what had happened during the day, what I had learned at school, our farm — anything and everything that came to mind."
NbutC,1,ch1_e5,"October 10th, 1783","Not all girls went to school, but Father insisted that I should and I was glad of it."
NbutC,1,ch1_e5,"October 10th, 1783",I loved school.
NbutC,1,ch1_e5,"October 10th, 1783","And I used to love those talks with him, but this one was very different."
NbutC,1,ch1_e5,"October 10th, 1783","He told me that we’re going away up north to a place called Sorel, in Québec, on the St. Lawrence River."
NbutC,1,ch1_e5,"October 10th, 1783",That’s where the families of soldiers in Sir John Johnson’s King’s Royal Regiment of New York — Angus’s regiment — are supposed to meet up.
NbutC,1,ch1_e5,"October 10th, 1783","The Royal Yorkers, they call them."
NbutC,1,ch1_e5,"October 10th, 1783","There Father hopes we will meet up with Angus, but he doesn’t seem to know what we will do after that."
NbutC,1,ch1_e5,"October 10th, 1783","Even if we are given land, he has no idea where it would be, or what it would be like."
NbutC,1,ch1_e5,"October 10th, 1783","Mother is so certain that we will return home, but if we settle there, would we?"
NbutC,1,ch1_e5,"October 10th, 1783",It is all very frightening and confusing.
NbutC,1,ch1_e5,"October 10th, 1783",I tried to help Mother with baby Margaret today but it was no use.
